State,Year,Winning Party,Flip,President,President Party,Winning Party D,Winning Party O,Winning Party R
Washington,1976,R,0,Jimmy Carter,D,0,0,1
West Virginia,1976,D,1,Jimmy Carter,D,1,0,0
Wisconsin,1976,D,1,Jimmy Carter,D,1,0,0
Wyoming,1976,R,0,Jimmy Carter,D,0,0,1
Alabama,1980,R,1,Ronald Reagan,R,0,0,1
Alaska,1980,R,0,Ronald Reagan,R,0,0,1
Arizona,1980,R,0,Ronald Reagan,R,0,0,1
Arkansas,1980,R,1,Ronald Reagan,R,0,0,1
California,1980,R,0,Ronald Reagan,R,0,0,1
Colorado,1980,R,0,Ronald Reagan,R,0,0,1
Connecticut,1980,R,0,Ronald Reagan,R,0,0,1
D.C.,1980,D,0,Ronald Reagan,R,1,0,0
Delaware,1980,R,1,Ronald Reagan,R,0,0,1
Florida,1980,R,1,Ronald Reagan,R,0,0,1
Georgia,1980,D,0,Ronald Reagan,R,1,0,0
Hawaii,1980,D,0,Ronald Reagan,R,1,0,0
Idaho,1980,R,0,Ronald Reagan,R,0,0,1
Illinois,1980,R,0,Ronald Reagan,R,0,0,1
Indiana,1980,R,0,Ronald Reagan,R,0,0,1
Iowa,1980,R,0,Ronald Reagan,R,0,0,1
Kansas,1980,R,0,Ronald Reagan,R,0,0,1
Kentucky,1980,R,1,Ronald Reagan,R,0,0,1
Louisiana,1980,R,1,Ronald Reagan,R,0,0,1
Maine,1980,R,0,Ronald Reagan,R,0,0,1
Maryland,1980,D,0,Ronald Reagan,R,1,0,0
Massachusetts,1980,R,1,Ronald Reagan,R,0,0,1
Michigan,1980,R,0,Ronald Reagan,R,0,0,1
Minnesota,1980,D,0,Ronald Reagan,R,1,0,0
Mississippi,1980,R,1,Ronald Reagan,R,0,0,1
Missouri,1980,R,1,Ronald Reagan,R,0,0,1
Montana,1980,R,0,Ronald Reagan,R,0,0,1
Nebraska,1980,R,0,Ronald Reagan,R,0,0,1
Nevada,1980,R,0,Ronald Reagan,R,0,0,1
New Hampshire,1980,R,0,Ronald Reagan,R,0,0,1
New Jersey,1980,R,0,Ronald Reagan,R,0,0,1
New Mexico,1980,R,0,Ronald Reagan,R,0,0,1
New York,1980,R,1,Ronald Reagan,R,0,0,1
North Carolina,1980,R,1,Ronald Reagan,R,0,0,1
North Dakota,1980,R,0,Ronald Reagan,R,0,0,1
Ohio,1980,R,1,Ronald Reagan,R,0,0,1
Oklahoma,1980,R,0,Ronald Reagan,R,0,0,1
Oregon,1980,R,0,Ronald Reagan,R,0,0,1
Pennsylvania,1980,R,1,Ronald Reagan,R,0,0,1
Rhode Island,1980,D,0,Ronald Reagan,R,1,0,0
South Carolina,1980,R,1,Ronald Reagan,R,0,0,1
South Dakota,1980,R,0,Ronald Reagan,R,0,0,1
Tennessee,1980,R,1,Ronald Reagan,R,0,0,1
Texas,1980,R,1,Ronald Reagan,R,0,0,1
Utah,1980,R,0,Ronald Reagan,R,0,0,1
Vermont,1980,R,0,Ronald Reagan,R,0,0,1
Virginia,1980,R,0,Ronald Reagan,R,0,0,1
Washington,1980,R,0,Ronald Reagan,R,0,0,1
West Virginia,1980,D,0,Ronald Reagan,R,1,0,0
Wisconsin,1980,R,1,Ronald Reagan,R,0,0,1
Wyoming,1980,R,0,Ronald Reagan,R,0,0,1
Alabama,1984,R,0,Ronald Reagan,R,0,0,1
Alaska,1984,R,0,Ronald Reagan,R,0,0,1
Arizona,1984,R,0,Ronald Reagan,R,0,0,1
Arkansas,1984,R,0,Ronald Reagan,R,0,0,1
California,1984,R,0,Ronald Reagan,R,0,0,1
Colorado,1984,R,0,Ronald Reagan,R,0,0,1
Connecticut,1984,R,0,Ronald Reagan,R,0,0,1
D.C.,1984,D,0,Ronald Reagan,R,1,0,0
Delaware,1984,R,0,Ronald Reagan,R,0,0,1
Florida,1984,R,0,Ronald Reagan,R,0,0,1
Georgia,1984,R,1,Ronald Reagan,R,0,0,1
Hawaii,1984,R,1,Ronald Reagan,R,0,0,1
Idaho,1984,R,0,Ronald Reagan,R,0,0,1
Illinois,1984,R,0,Ronald Reagan,R,0,0,1
Indiana,1984,R,0,Ronald Reagan,R,0,0,1
Iowa,1984,R,0,Ronald Reagan,R,0,0,1
Kansas,1984,R,0,Ronald Reagan,R,0,0,1
Kentucky,1984,R,0,Ronald Reagan,R,0,0,1
Louisiana,1984,R,0,Ronald Reagan,R,0,0,1
Maine,1984,R,0,Ronald Reagan,R,0,0,1
Maryland,1984,R,1,Ronald Reagan,R,0,0,1
Massachusetts,1984,R,0,Ronald Reagan,R,0,0,1
Michigan,1984,R,0,Ronald Reagan,R,0,0,1
Minnesota,1984,D,0,Ronald Reagan,R,1,0,0
Mississippi,1984,R,0,Ronald Reagan,R,0,0,1
Missouri,1984,R,0,Ronald Reagan,R,0,0,1
Montana,1984,R,0,Ronald Reagan,R,0,0,1
Nebraska,1984,R,0,Ronald Reagan,R,0,0,1
Nevada,1984,R,0,Ronald Reagan,R,0,0,1
New Hampshire,1984,R,0,Ronald Reagan,R,0,0,1
New Jersey,1984,R,0,Ronald Reagan,R,0,0,1
New Mexico,1984,R,0,Ronald Reagan,R,0,0,1
New York,1984,R,0,Ronald Reagan,R,0,0,1
North Carolina,1984,R,0,Ronald Reagan,R,0,0,1
North Dakota,1984,R,0,Ronald Reagan,R,0,0,1
Ohio,1984,R,0,Ronald Reagan,R,0,0,1
Oklahoma,1984,R,0,Ronald Reagan,R,0,0,1
Oregon,1984,R,0,Ronald Reagan,R,0,0,1
Pennsylvania,1984,R,0,Ronald Reagan,R,0,0,1
Rhode Island,1984,R,1,Ronald Reagan,R,0,0,1
South Carolina,1984,R,0,Ronald Reagan,R,0,0,1
South Dakota,1984,R,0,Ronald Reagan,R,0,0,1
Tennessee,1984,R,0,Ronald Reagan,R,0,0,1
Texas,1984,R,0,Ronald Reagan,R,0,0,1
Utah,1984,R,0,Ronald Reagan,R,0,0,1
Vermont,1984,R,0,Ronald Reagan,R,0,0,1
Virginia,1984,R,0,Ronald Reagan,R,0,0,1
Washington,1984,R,0,Ronald Reagan,R,0,0,1
West Virginia,1984,R,1,Ronald Reagan,R,0,0,1
Wisconsin,1984,R,0,Ronald Reagan,R,0,0,1
Wyoming,1984,R,0,Ronald Reagan,R,0,0,1
Alabama,1988,R,0,George H. W. Bush,R,0,0,1
Alaska,1988,R,0,George H. W. Bush,R,0,0,1
Arizona,1988,R,0,George H. W. Bush,R,0,0,1
Arkansas,1988,R,0,George H. W. Bush,R,0,0,1
California,1988,R,0,George H. W. Bush,R,0,0,1
Colorado,1988,R,0,George H. W. Bush,R,0,0,1
Connecticut,1988,R,0,George H. W. Bush,R,0,0,1
D.C.,1988,D,0,George H. W. Bush,R,1,0,0
Delaware,1988,R,0,George H. W. Bush,R,0,0,1
Florida,1988,R,0,George H. W. Bush,R,0,0,1
Georgia,1988,R,0,George H. W. Bush,R,0,0,1
Hawaii,1988,D,1,George H. W. Bush,R,1,0,0
Idaho,1988,R,0,George H. W. Bush,R,0,0,1
Illinois,1988,R,0,George H. W. Bush,R,0,0,1
Indiana,1988,R,0,George H. W. Bush,R,0,0,1
Iowa,1988,D,1,George H. W. Bush,R,1,0,0
Kansas,1988,R,0,George H. W. Bush,R,0,0,1
Kentucky,1988,R,0,George H. W. Bush,R,0,0,1
Louisiana,1988,R,0,George H. W. Bush,R,0,0,1
Maine,1988,R,0,George H. W. Bush,R,0,0,1
Maryland,1988,R,0,George H. W. Bush,R,0,0,1
Massachusetts,1988,D,1,George H. W. Bush,R,1,0,0
Michigan,1988,R,0,George H. W. Bush,R,0,0,1
Minnesota,1988,D,0,George H. W. Bush,R,1,0,0
Mississippi,1988,R,0,George H. W. Bush,R,0,0,1
Missouri,1988,R,0,George H. W. Bush,R,0,0,1
Montana,1988,R,0,George H. W. Bush,R,0,0,1
Nebraska,1988,R,0,George H. W. Bush,R,0,0,1
Nevada,1988,R,0,George H. W. Bush,R,0,0,1
New Hampshire,1988,R,0,George H. W. Bush,R,0,0,1
New Jersey,1988,R,0,George H. W. Bush,R,0,0,1
New Mexico,1988,R,0,George H. W. Bush,R,0,0,1
New York,1988,D,1,George H. W. Bush,R,1,0,0
North Carolina,1988,R,0,George H. W. Bush,R,0,0,1
North Dakota,1988,R,0,George H. W. Bush,R,0,0,1
Ohio,1988,R,0,George H. W. Bush,R,0,0,1
Oklahoma,1988,R,0,George H. W. Bush,R,0,0,1
Oregon,1988,D,1,George H. W. Bush,R,1,0,0
Pennsylvania,1988,R,0,George H. W. Bush,R,0,0,1
Rhode Island,1988,D,1,George H. W. Bush,R,1,0,0
South Carolina,1988,R,0,George H. W. Bush,R,0,0,1
South Dakota,1988,R,0,George H. W. Bush,R,0,0,1
Tennessee,1988,R,0,George H. W. Bush,R,0,0,1
Texas,1988,R,0,George H. W. Bush,R,0,0,1
Utah,1988,R,0,George H. W. Bush,R,0,0,1
Vermont,1988,R,0,George H. W. Bush,R,0,0,1
Virginia,1988,R,0,George H. W. Bush,R,0,0,1
Washington,1988,D,1,George H. W. Bush,R,1,0,0
West Virginia,1988,D,1,George H. W. Bush,R,1,0,0
Wisconsin,1988,D,1,George H. W. Bush,R,1,0,0
Wyoming,1988,R,0,George H. W. Bush,R,0,0,1
Alabama,1992,R,0,Bill Clinton,D,0,0,1
Alaska,1992,R,0,Bill Clinton,D,0,0,1
Arizona,1992,R,0,Bill Clinton,D,0,0,1
Arkansas,1992,D,1,Bill Clinton,D,1,0,0
California,1992,D,1,Bill Clinton,D,1,0,0
Colorado,1992,D,1,Bill Clinton,D,1,0,0
Connecticut,1992,D,1,Bill Clinton,D,1,0,0
D.C.,1992,D,0,Bill Clinton,D,1,0,0
Delaware,1992,D,1,Bill Clinton,D,1,0,0
Florida,1992,R,0,Bill Clinton,D,0,0,1
Georgia,1992,D,1,Bill Clinton,D,1,0,0
Hawaii,1992,D,0,Bill Clinton,D,1,0,0
Idaho,1992,R,0,Bill Clinton,D,0,0,1
Illinois,1992,D,1,Bill Clinton,D,1,0,0
Indiana,1992,R,0,Bill Clinton,D,0,0,1
Iowa,1992,D,0,Bill Clinton,D,1,0,0
Kansas,1992,R,0,Bill Clinton,D,0,0,1
Kentucky,1992,D,1,Bill Clinton,D,1,0,0
Louisiana,1992,D,1,Bill Clinton,D,1,0,0
Maine,1992,D,1,Bill Clinton,D,1,0,0
Maryland,1992,D,1,Bill Clinton,D,1,0,0
Massachusetts,1992,D,0,Bill Clinton,D,1,0,0
Michigan,1992,D,1,Bill Clinton,D,1,0,0
Minnesota,1992,D,0,Bill Clinton,D,1,0,0
Mississippi,1992,R,0,Bill Clinton,D,0,0,1
Missouri,1992,D,1,Bill Clinton,D,1,0,0
Montana,1992,D,1,Bill Clinton,D,1,0,0
Nebraska,1992,R,0,Bill Clinton,D,0,0,1
Nevada,1992,D,1,Bill Clinton,D,1,0,0
New Hampshire,1992,D,1,Bill Clinton,D,1,0,0
New Jersey,1992,D,1,Bill Clinton,D,1,0,0
New Mexico,1992,D,1,Bill Clinton,D,1,0,0
New York,1992,D,0,Bill Clinton,D,1,0,0
North Carolina,1992,R,0,Bill Clinton,D,0,0,1
North Dakota,1992,R,0,Bill Clinton,D,0,0,1
Ohio,1992,D,1,Bill Clinton,D,1,0,0
Oklahoma,1992,R,0,Bill Clinton,D,0,0,1
Oregon,1992,D,0,Bill Clinton,D,1,0,0
Pennsylvania,1992,D,1,Bill Clinton,D,1,0,0
Rhode Island,1992,D,0,Bill Clinton,D,1,0,0
South Carolina,1992,R,0,Bill Clinton,D,0,0,1
South Dakota,1992,R,0,Bill Clinton,D,0,0,1
Tennessee,1992,D,1,Bill Clinton,D,1,0,0
Texas,1992,R,0,Bill Clinton,D,0,0,1
Utah,1992,R,0,Bill Clinton,D,0,0,1
Vermont,1992,D,1,Bill Clinton,D,1,0,0
Virginia,1992,R,0,Bill Clinton,D,0,0,1
Washington,1992,D,0,Bill Clinton,D,1,0,0
West Virginia,1992,D,0,Bill Clinton,D,1,0,0
Wisconsin,1992,D,0,Bill Clinton,D,1,0,0
Wyoming,1992,R,0,Bill Clinton,D,0,0,1
Alabama,1996,R,0,Bill Clinton,D,0,0,1
Alaska,1996,R,0,Bill Clinton,D,0,0,1
Arizona,1996,D,1,Bill Clinton,D,1,0,0
Arkansas,1996,D,0,Bill Clinton,D,1,0,0
California,1996,D,0,Bill Clinton,D,1,0,0
Colorado,1996,R,1,Bill Clinton,D,0,0,1
Connecticut,1996,D,0,Bill Clinton,D,1,0,0
D.C.,1996,D,0,Bill Clinton,D,1,0,0
Delaware,1996,D,0,Bill Clinton,D,1,0,0
Florida,1996,D,1,Bill Clinton,D,1,0,0
Georgia,1996,R,1,Bill Clinton,D,0,0,1
Hawaii,1996,D,0,Bill Clinton,D,1,0,0
Idaho,1996,R,0,Bill Clinton,D,0,0,1
Illinois,1996,D,0,Bill Clinton,D,1,0,0
Indiana,1996,R,0,Bill Clinton,D,0,0,1
Iowa,1996,D,0,Bill Clinton,D,1,0,0
Kansas,1996,R,0,Bill Clinton,D,0,0,1
Kentucky,1996,D,0,Bill Clinton,D,1,0,0
Louisiana,1996,D,0,Bill Clinton,D,1,0,0
Maine,1996,D,0,Bill Clinton,D,1,0,0
Maryland,1996,D,0,Bill Clinton,D,1,0,0
Massachusetts,1996,D,0,Bill Clinton,D,1,0,0
Michigan,1996,D,0,Bill Clinton,D,1,0,0
Minnesota,1996,D,0,Bill Clinton,D,1,0,0
Mississippi,1996,R,0,Bill Clinton,D,0,0,1
Missouri,1996,D,0,Bill Clinton,D,1,0,0
Montana,1996,R,1,Bill Clinton,D,0,0,1
Nebraska,1996,R,0,Bill Clinton,D,0,0,1
Nevada,1996,D,0,Bill Clinton,D,1,0,0
New Hampshire,1996,D,0,Bill Clinton,D,1,0,0
New Jersey,1996,D,0,Bill Clinton,D,1,0,0
New Mexico,1996,D,0,Bill Clinton,D,1,0,0
New York,1996,D,0,Bill Clinton,D,1,0,0
North Carolina,1996,R,0,Bill Clinton,D,0,0,1
North Dakota,1996,R,0,Bill Clinton,D,0,0,1
Ohio,1996,D,0,Bill Clinton,D,1,0,0
Oklahoma,1996,R,0,Bill Clinton,D,0,0,1
Oregon,1996,D,0,Bill Clinton,D,1,0,0
Pennsylvania,1996,D,0,Bill Clinton,D,1,0,0
Rhode Island,1996,D,0,Bill Clinton,D,1,0,0
South Carolina,1996,R,0,Bill Clinton,D,0,0,1
South Dakota,1996,R,0,Bill Clinton,D,0,0,1
Tennessee,1996,D,0,Bill Clinton,D,1,0,0
Texas,1996,R,0,Bill Clinton,D,0,0,1
Utah,1996,R,0,Bill Clinton,D,0,0,1
Vermont,1996,D,0,Bill Clinton,D,1,0,0
Virginia,1996,R,0,Bill Clinton,D,0,0,1
Washington,1996,D,0,Bill Clinton,D,1,0,0
West Virginia,1996,D,0,Bill Clinton,D,1,0,0
Wisconsin,1996,D,0,Bill Clinton,D,1,0,0
Wyoming,1996,R,0,Bill Clinton,D,0,0,1
Alabama,2000,R,0,George W. Bush,R,0,0,1
Alaska,2000,R,0,George W. Bush,R,0,0,1
Arizona,2000,R,1,George W. Bush,R,0,0,1
Arkansas,2000,R,1,George W. Bush,R,0,0,1
California,2000,D,0,George W. Bush,R,1,0,0
Colorado,2000,R,0,George W. Bush,R,0,0,1
Connecticut,2000,D,0,George W. Bush,R,1,0,0
D.C.,2000,D,0,George W. Bush,R,1,0,0
Delaware,2000,D,0,George W. Bush,R,1,0,0
Florida,2000,R,1,George W. Bush,R,0,0,1
Georgia,2000,R,0,George W. Bush,R,0,0,1
Hawaii,2000,D,0,George W. Bush,R,1,0,0
Idaho,2000,R,0,George W. Bush,R,0,0,1
Illinois,2000,D,0,George W. Bush,R,1,0,0
Indiana,2000,R,0,George W. Bush,R,0,0,1
Iowa,2000,D,0,George W. Bush,R,1,0,0
Kansas,2000,R,0,George W. Bush,R,0,0,1
Kentucky,2000,R,1,George W. Bush,R,0,0,1
Louisiana,2000,R,1,George W. Bush,R,0,0,1
Maine,2000,D,0,George W. Bush,R,1,0,0
Maryland,2000,D,0,George W. Bush,R,1,0,0
Massachusetts,2000,D,0,George W. Bush,R,1,0,0
Michigan,2000,D,0,George W. Bush,R,1,0,0
Minnesota,2000,D,0,George W. Bush,R,1,0,0
Mississippi,2000,R,0,George W. Bush,R,0,0,1
Missouri,2000,R,1,George W. Bush,R,0,0,1
Montana,2000,R,0,George W. Bush,R,0,0,1
Nebraska,2000,R,0,George W. Bush,R,0,0,1
Nevada,2000,R,1,George W. Bush,R,0,0,1
New Hampshire,2000,R,1,George W. Bush,R,0,0,1
New Jersey,2000,D,0,George W. Bush,R,1,0,0
New Mexico,2000,D,0,George W. Bush,R,1,0,0
New York,2000,D,0,George W. Bush,R,1,0,0
North Carolina,2000,R,0,George W. Bush,R,0,0,1
North Dakota,2000,R,0,George W. Bush,R,0,0,1
Ohio,2000,R,1,George W. Bush,R,0,0,1
Oklahoma,2000,R,0,George W. Bush,R,0,0,1
Oregon,2000,D,0,George W. Bush,R,1,0,0
Pennsylvania,2000,D,0,George W. Bush,R,1,0,0
Rhode Island,2000,D,0,George W. Bush,R,1,0,0
South Carolina,2000,R,0,George W. Bush,R,0,0,1
South Dakota,2000,R,0,George W. Bush,R,0,0,1
Tennessee,2000,R,1,George W. Bush,R,0,0,1
Texas,2000,R,0,George W. Bush,R,0,0,1
Utah,2000,R,0,George W. Bush,R,0,0,1
Vermont,2000,D,0,George W. Bush,R,1,0,0
Virginia,2000,R,0,George W. Bush,R,0,0,1
Washington,2000,D,0,George W. Bush,R,1,0,0
West Virginia,2000,R,1,George W. Bush,R,0,0,1
Wisconsin,2000,D,0,George W. Bush,R,1,0,0
Wyoming,2000,R,0,George W. Bush,R,0,0,1
Alabama,2004,R,0,George W. Bush,R,0,0,1
Alaska,2004,R,0,George W. Bush,R,0,0,1
Arizona,2004,R,0,George W. Bush,R,0,0,1
Arkansas,2004,R,0,George W. Bush,R,0,0,1
California,2004,D,0,George W. Bush,R,1,0,0
Colorado,2004,R,0,George W. Bush,R,0,0,1
Connecticut,2004,D,0,George W. Bush,R,1,0,0
D.C.,2004,D,0,George W. Bush,R,1,0,0
Delaware,2004,D,0,George W. Bush,R,1,0,0
Florida,2004,R,0,George W. Bush,R,0,0,1
Georgia,2004,R,0,George W. Bush,R,0,0,1
Hawaii,2004,D,0,George W. Bush,R,1,0,0
Idaho,2004,R,0,George W. Bush,R,0,0,1
Illinois,2004,D,0,George W. Bush,R,1,0,0
Indiana,2004,R,0,George W. Bush,R,0,0,1
Iowa,2004,R,1,George W. Bush,R,0,0,1
Kansas,2004,R,0,George W. Bush,R,0,0,1
Kentucky,2004,R,0,George W. Bush,R,0,0,1
Louisiana,2004,R,0,George W. Bush,R,0,0,1
Maine,2004,D,0,George W. Bush,R,1,0,0
Maryland,2004,D,0,George W. Bush,R,1,0,0
Massachusetts,2004,D,0,George W. Bush,R,1,0,0
Michigan,2004,D,0,George W. Bush,R,1,0,0
Minnesota,2004,D,0,George W. Bush,R,1,0,0
Mississippi,2004,R,0,George W. Bush,R,0,0,1
Missouri,2004,R,0,George W. Bush,R,0,0,1
Montana,2004,R,0,George W. Bush,R,0,0,1
Nebraska,2004,R,0,George W. Bush,R,0,0,1
Nevada,2004,R,0,George W. Bush,R,0,0,1
New Hampshire,2004,D,1,George W. Bush,R,1,0,0
New Jersey,2004,D,0,George W. Bush,R,1,0,0
New Mexico,2004,R,1,George W. Bush,R,0,0,1
New York,2004,D,0,George W. Bush,R,1,0,0
North Carolina,2004,R,0,George W. Bush,R,0,0,1
North Dakota,2004,R,0,George W. Bush,R,0,0,1
Ohio,2004,R,0,George W. Bush,R,0,0,1
Oklahoma,2004,R,0,George W. Bush,R,0,0,1
Oregon,2004,D,0,George W. Bush,R,1,0,0
Pennsylvania,2004,D,0,George W. Bush,R,1,0,0
Rhode Island,2004,D,0,George W. Bush,R,1,0,0
South Carolina,2004,R,0,George W. Bush,R,0,0,1
South Dakota,2004,R,0,George W. Bush,R,0,0,1
Tennessee,2004,R,0,George W. Bush,R,0,0,1
Texas,2004,R,0,George W. Bush,R,0,0,1
Utah,2004,R,0,George W. Bush,R,0,0,1
Vermont,2004,D,0,George W. Bush,R,1,0,0
Virginia,2004,R,0,George W. Bush,R,0,0,1
Washington,2004,D,0,George W. Bush,R,1,0,0
West Virginia,2004,R,0,George W. Bush,R,0,0,1
Wisconsin,2004,D,0,George W. Bush,R,1,0,0
Wyoming,2004,R,0,George W. Bush,R,0,0,1
Alabama,2008,R,0,Barack Obama,D,0,0,1
Alaska,2008,R,0,Barack Obama,D,0,0,1
Arizona,2008,R,0,Barack Obama,D,0,0,1
Arkansas,2008,R,0,Barack Obama,D,0,0,1
California,2008,D,0,Barack Obama,D,1,0,0
Colorado,2008,D,1,Barack Obama,D,1,0,0
Connecticut,2008,D,0,Barack Obama,D,1,0,0
D.C.,2008,D,0,Barack Obama,D,1,0,0
Delaware,2008,D,0,Barack Obama,D,1,0,0
Florida,2008,D,1,Barack Obama,D,1,0,0
Georgia,2008,R,0,Barack Obama,D,0,0,1
Hawaii,2008,D,0,Barack Obama,D,1,0,0
Idaho,2008,R,0,Barack Obama,D,0,0,1
Illinois,2008,D,0,Barack Obama,D,1,0,0
Indiana,2008,D,1,Barack Obama,D,1,0,0
Iowa,2008,D,1,Barack Obama,D,1,0,0
Kansas,2008,R,0,Barack Obama,D,0,0,1
Kentucky,2008,R,0,Barack Obama,D,0,0,1
Louisiana,2008,R,0,Barack Obama,D,0,0,1
Maine,2008,D,0,Barack Obama,D,1,0,0
Maryland,2008,D,0,Barack Obama,D,1,0,0
Massachusetts,2008,D,0,Barack Obama,D,1,0,0
Michigan,2008,D,0,Barack Obama,D,1,0,0
Minnesota,2008,D,0,Barack Obama,D,1,0,0
Mississippi,2008,R,0,Barack Obama,D,0,0,1
Missouri,2008,R,0,Barack Obama,D,0,0,1
Montana,2008,R,0,Barack Obama,D,0,0,1
Nebraska,2008,R,0,Barack Obama,D,0,0,1
Nevada,2008,D,1,Barack Obama,D,1,0,0
New Hampshire,2008,D,0,Barack Obama,D,1,0,0
New Jersey,2008,D,0,Barack Obama,D,1,0,0
New Mexico,2008,D,1,Barack Obama,D,1,0,0
New York,2008,D,0,Barack Obama,D,1,0,0
North Carolina,2008,D,1,Barack Obama,D,1,0,0
North Dakota,2008,R,0,Barack Obama,D,0,0,1
Ohio,2008,D,1,Barack Obama,D,1,0,0
Oklahoma,2008,R,0,Barack Obama,D,0,0,1
Oregon,2008,D,0,Barack Obama,D,1,0,0
Pennsylvania,2008,D,0,Barack Obama,D,1,0,0
Rhode Island,2008,D,0,Barack Obama,D,1,0,0
South Carolina,2008,R,0,Barack Obama,D,0,0,1
South Dakota,2008,R,0,Barack Obama,D,0,0,1
Tennessee,2008,R,0,Barack Obama,D,0,0,1
Texas,2008,R,0,Barack Obama,D,0,0,1
Utah,2008,R,0,Barack Obama,D,0,0,1
Vermont,2008,D,0,Barack Obama,D,1,0,0
Virginia,2008,D,1,Barack Obama,D,1,0,0
Washington,2008,D,0,Barack Obama,D,1,0,0
West Virginia,2008,R,0,Barack Obama,D,0,0,1
Wisconsin,2008,D,0,Barack Obama,D,1,0,0
Wyoming,2008,R,0,Barack Obama,D,0,0,1
Alabama,2012,R,0,Barack Obama,D,0,0,1
Alaska,2012,R,0,Barack Obama,D,0,0,1
Arizona,2012,R,0,Barack Obama,D,0,0,1
Arkansas,2012,R,0,Barack Obama,D,0,0,1
California,2012,D,0,Barack Obama,D,1,0,0
Colorado,2012,D,0,Barack Obama,D,1,0,0
Connecticut,2012,D,0,Barack Obama,D,1,0,0
D.C.,2012,D,0,Barack Obama,D,1,0,0
Delaware,2012,D,0,Barack Obama,D,1,0,0
Florida,2012,D,0,Barack Obama,D,1,0,0
Georgia,2012,R,0,Barack Obama,D,0,0,1
Hawaii,2012,D,0,Barack Obama,D,1,0,0
Idaho,2012,R,0,Barack Obama,D,0,0,1
Illinois,2012,D,0,Barack Obama,D,1,0,0
Indiana,2012,R,1,Barack Obama,D,0,0,1
Iowa,2012,D,0,Barack Obama,D,1,0,0
Kansas,2012,R,0,Barack Obama,D,0,0,1
Kentucky,2012,R,0,Barack Obama,D,0,0,1
Louisiana,2012,R,0,Barack Obama,D,0,0,1
Maine,2012,D,0,Barack Obama,D,1,0,0
Maryland,2012,D,0,Barack Obama,D,1,0,0
Massachusetts,2012,D,0,Barack Obama,D,1,0,0
Michigan,2012,D,0,Barack Obama,D,1,0,0
Minnesota,2012,D,0,Barack Obama,D,1,0,0
Mississippi,2012,R,0,Barack Obama,D,0,0,1
Missouri,2012,R,0,Barack Obama,D,0,0,1
Montana,2012,R,0,Barack Obama,D,0,0,1
Nebraska,2012,R,0,Barack Obama,D,0,0,1
Nevada,2012,D,0,Barack Obama,D,1,0,0
New Hampshire,2012,D,0,Barack Obama,D,1,0,0
New Jersey,2012,D,0,Barack Obama,D,1,0,0
New Mexico,2012,D,0,Barack Obama,D,1,0,0
New York,2012,D,0,Barack Obama,D,1,0,0
North Carolina,2012,R,1,Barack Obama,D,0,0,1
North Dakota,2012,R,0,Barack Obama,D,0,0,1
Ohio,2012,D,0,Barack Obama,D,1,0,0
Oklahoma,2012,R,0,Barack Obama,D,0,0,1
Oregon,2012,D,0,Barack Obama,D,1,0,0
Pennsylvania,2012,D,0,Barack Obama,D,1,0,0
Rhode Island,2012,D,0,Barack Obama,D,1,0,0
South Carolina,2012,R,0,Barack Obama,D,0,0,1
South Dakota,2012,R,0,Barack Obama,D,0,0,1
Tennessee,2012,R,0,Barack Obama,D,0,0,1
Texas,2012,R,0,Barack Obama,D,0,0,1
Utah,2012,R,0,Barack Obama,D,0,0,1
Vermont,2012,D,0,Barack Obama,D,1,0,0
Virginia,2012,D,0,Barack Obama,D,1,0,0
Washington,2012,D,0,Barack Obama,D,1,0,0
West Virginia,2012,R,0,Barack Obama,D,0,0,1
Wisconsin,2012,D,0,Barack Obama,D,1,0,0
Wyoming,2012,R,0,Barack Obama,D,0,0,1
Alabama,2016,R,0,Donald Trump,R,0,0,1
Alaska,2016,R,0,Donald Trump,R,0,0,1
Arizona,2016,R,0,Donald Trump,R,0,0,1
Arkansas,2016,R,0,Donald Trump,R,0,0,1
California,2016,D,0,Donald Trump,R,1,0,0
Colorado,2016,D,0,Donald Trump,R,1,0,0
Connecticut,2016,D,0,Donald Trump,R,1,0,0
D.C.,2016,D,0,Donald Trump,R,1,0,0
Delaware,2016,D,0,Donald Trump,R,1,0,0
Florida,2016,R,1,Donald Trump,R,0,0,1
Georgia,2016,R,0,Donald Trump,R,0,0,1
Hawaii,2016,D,0,Donald Trump,R,1,0,0
Idaho,2016,R,0,Donald Trump,R,0,0,1
Illinois,2016,D,0,Donald Trump,R,1,0,0
Indiana,2016,R,0,Donald Trump,R,0,0,1
Iowa,2016,R,1,Donald Trump,R,0,0,1
Kansas,2016,R,0,Donald Trump,R,0,0,1
Kentucky,2016,R,0,Donald Trump,R,0,0,1
Louisiana,2016,R,0,Donald Trump,R,0,0,1
Maine,2016,D,0,Donald Trump,R,1,0,0
Maryland,2016,D,0,Donald Trump,R,1,0,0
Massachusetts,2016,D,0,Donald Trump,R,1,0,0
Michigan,2016,R,1,Donald Trump,R,0,0,1
Minnesota,2016,D,0,Donald Trump,R,1,0,0
Mississippi,2016,R,0,Donald Trump,R,0,0,1
Missouri,2016,R,0,Donald Trump,R,0,0,1
Montana,2016,R,0,Donald Trump,R,0,0,1
Nebraska,2016,R,0,Donald Trump,R,0,0,1
Nevada,2016,D,0,Donald Trump,R,1,0,0
New Hampshire,2016,D,0,Donald Trump,R,1,0,0
New Jersey,2016,D,0,Donald Trump,R,1,0,0
